artist,name,username,explicit,duration,popularity,danceability,loudness,tempo,acousticness,energy,valence,liveness,speechiness,genres,date
Bryan Adams,Run To You,Spotify,False,233270,71,0.561,-6.157,126.59,0.00515,0.811,0.635,0.287,0.0265,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold']",1980
Peter Cetera,Glory of Love,Spotify,False,258333,71,0.52,-7.935,144.983,0.0805,0.61,0.329,0.276,0.0282,['soft rock'],1980
UB40,Red Red Wine,Spotify,False,183733,71,0.857,-8.53,89.119,0.00414,0.468,0.843,0.269,0.0476,"['reggae fusion', 'uk reggae']",2000
Various Artists,"Take My Breath Away - Love Theme from ""Top Gun""",Spotify,False,255733,71,0.497,-9.397,95.769,0.0613,0.719,0.547,0.411,0.0266,[],1990
Journey,Any Way You Want It,Spotify,False,201693,71,0.529,-7.501,138.158,0.00251,0.932,0.571,0.136,0.0488,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock']",1980
Sting,Englishman In New York,Spotify,False,267266,71,0.674,-17.707,102.014,0.396,0.347,0.647,0.0916,0.0364,"['permanent wave', 'soft rock', 'sophisti-pop']",1980
TOTO,Rosanna,Spotify,False,331200,71,0.365,-13.034,80.647,0.0208,0.513,0.739,0.205,0.0357,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock']",1980
Alice Cooper,Poison,Spotify,False,270080,70,0.28,-5.509,118.698,0.0327,0.908,0.26,0.18,0.109,"['album rock', 'classic rock', 'detroit rock', 'glam metal', 'glam rock']",1980
Stevie Nicks,Edge of Seventeen - 2016 Remaster,Spotify,False,329413,70,0.591,-7.299,111.457,0.327,0.804,0.658,0.0818,0.0454,['heartland rock'],1980
Cher,If I Could Turn Back Time,Spotify,False,239826,70,0.658,-10.365,108.329,0.243,0.575,0.504,0.122,0.0267,"['dance pop', 'pop']",1980
John Mellencamp,Jack & Diane,Spotify,False,254493,70,0.811,-8.214,103.963,0.0365,0.41,0.626,0.0799,0.0391,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock']",1980
Simply Red,If You Don't Know Me by Now - 2008 Remaster,Spotify,False,204000,70,0.638,-9.266,94.173,0.492,0.352,0.204,0.105,0.0268,"['british soul', 'new romantic', 'new wave', 'new wave pop', 'soft rock']",1980
Matthew Wilder,Break My Stride,Spotify,False,184480,70,0.917,-11.047,110.077,0.195,0.588,0.828,0.0914,0.0607,['new wave pop'],1980
REO Speedwagon,Keep on Loving You,Spotify,False,200293,70,0.306,-5.963,174.732,0.0519,0.722,0.41,0.117,0.034,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'mellow gold']",1980
Alannah Myles,Black Velvet,Spotify,False,287440,70,0.75,-10.07,91.138,0.271,0.366,0.477,0.106,0.0321,['classic canadian rock'],1980
Billy Ocean,Caribbean Queen (No More Love On the Run),Spotify,False,244426,70,0.79,-7.507,113.798,0.166,0.649,0.954,0.092,0.0265,"['disco', 'mellow gold', 'new romantic', 'new wave pop', 'soft rock']",2010
Tina Turner,The Best,Spotify,False,329800,70,0.662,-9.54,103.867,0.108,0.737,0.744,0.119,0.0296,['soft rock'],1980
Luther Vandross,Never Too Much,Spotify,False,230466,70,0.734,-11.866,109.933,0.125,0.586,0.762,0.0367,0.129,"['quiet storm', 'soul']",1980
Lionel Richie,"Say You, Say Me",Spotify,False,241066,70,0.636,-11.113,128.068,0.355,0.405,0.257,0.0804,0.0287,['soft rock'],1980
Various Artists,Arthur's Theme (Best That You Can Do),Spotify,False,234493,69,0.526,-11.169,136.543,0.169,0.515,0.518,0.181,0.0389,[],2000
Pet Shop Boys,Always on My Mind,Spotify,False,234906,69,0.533,-10.61,124.874,0.0116,0.783,0.726,0.186,0.0366,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave']",1990
Midnight Oil,Beds Are Burning - Remastered,Spotify,False,255680,69,0.753,-11.112,119.18,0.00787,0.427,0.295,0.058,0.0387,"['australian rock', 'new romantic']",1980
Frankie Goes To Hollywood,Relax,Spotify,False,236800,69,0.676,-13.396,114.934,0.327,0.693,0.688,0.0462,0.0394,"['dance rock', 'hi-nrg', 'new romantic', 'new wave', 'new wave pop']",1980
Tracy Chapman,Talkin' Bout a Revolution,Spotify,False,161600,69,0.561,-6.178,118.975,0.329,0.732,0.671,0.0755,0.0281,"['folk', 'lilith', 'singer-songwriter', ""women's music""]",1980
U2,Sunday Bloody Sunday - Remastered 2008,Spotify,False,279440,69,0.543,-7.495,101.174,0.402,0.944,0.735,0.0373,0.0543,"['irish rock', 'permanent wave', 'rock']",1980
Roy Orbison,You Got It,Spotify,False,210266,69,0.649,-10.728,114.688,0.596,0.618,0.667,0.192,0.0265,"['adult standards', 'classic rock', 'folk rock', 'mellow gold', 'rock-and-roll']",1980
Joy Division,Love Will Tear Us Apart - 2020 Remaster,Spotify,False,208453,69,0.527,-7.458,146.924,0.000541,0.923,0.899,0.127,0.0379,"['alternative rock', 'indie rock', 'madchester', 'new wave', 'post-punk']",1980
Queen,A Kind Of Magic - Remastered 2011,Spotify,False,264253,69,0.67,-5.874,130.128,0.0184,0.776,0.703,0.128,0.0356,"['classic rock', 'glam rock', 'rock']",1980
Lionel Richie,All Night Long (All Night) - Single Version,Spotify,False,258665,69,0.748,-12.044,108.834,0.149,0.603,0.828,0.0269,0.043,['soft rock'],1990
Cyndi Lauper,True Colors,Spotify,False,227600,69,0.397,-13.155,171.282,0.701,0.207,0.268,0.116,0.0331,"['dance pop', 'new wave pop', 'permanent wave', 'soft rock']",1980
John Waite,Missing You,Spotify,False,269760,69,0.552,-9.736,208.571,0.052,0.552,0.593,0.046,0.0364,"['album rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop']",1980
The Police,Don't Stand So Close To Me,Spotify,False,242666,69,0.799,-9.414,140.309,0.0453,0.506,0.518,0.0365,0.0606,"['album rock', 'classic rock', 'permanent wave', 'rock']",1980
Whitney Houston,How Will I Know,Spotify,False,275533,69,0.832,-12.697,119.49,0.201,0.544,0.928,0.632,0.0442,"['dance pop', 'pop']",1980
Blondie,Call Me,Spotify,False,212226,69,0.553,-6.667,142.663,0.000646,0.833,0.773,0.0737,0.0347,"['candy pop', 'new wave pop', 'permanent wave', 'power pop', 'rock']",2000
The J. Geils Band,Centerfold,Spotify,False,216533,69,0.653,-12.244,114.374,0.249,0.677,0.888,0.403,0.0396,"['album rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold']",1980
Def Leppard,Hysteria,Spotify,False,354636,69,0.659,-5.508,107.01,0.0318,0.846,0.659,0.203,0.0274,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'nwobhm']",1980
Technotronic,Pump Up The Jam,Spotify,False,320306,69,0.885,-9.225,124.602,0.0147,0.844,0.715,0.0494,0.0733,"['eurodance', 'hip house', 'new beat', 'synthpop']",1980
Various Artists,"Footloose - From ""Footloose"" Soundtrack",Spotify,False,226826,68,0.583,-6.132,173.982,0.0984,0.905,0.646,0.0593,0.0733,[],1980
Lionel Richie,Stuck On You,Spotify,False,192066,69,0.509,-16.063,131.783,0.621,0.317,0.247,0.0878,0.0305,['soft rock'],1980
Twisted Sister,We're Not Gonna Take It,Spotify,False,219666,68,0.502,-6.299,149.186,0.0127,0.924,0.922,0.162,0.0503,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal']",1980
Kool & The Gang,Celebration,Spotify,False,298866,68,0.886,-11.795,121.631,0.145,0.664,0.906,0.0767,0.0524,"['disco', 'funk', 'motown', 'soft rock', 'soul']",1980
The Cure,Close To Me,Spotify,False,203266,68,0.724,-11.139,185.075,0.0745,0.523,0.965,0.0811,0.116,"['new wave', 'permanent wave', 'rock', 'uk post-punk']",1980
The Romantics,Talking In Your Sleep (2023 Remaster),Spotify,False,236625,68,0.7,-4.981,129.778,0.0013,0.927,0.972,0.0445,0.0358,"['album rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop']",1980
The Buggles,Video Killed The Radio Star,Spotify,False,252773,68,0.682,-11.548,131.157,0.103,0.679,0.251,0.204,0.0755,"['early synthpop', 'new wave pop', 'zolo']",1980
Madonna,Like a Virgin,Spotify,False,218626,68,0.771,-10.842,119.747,0.152,0.655,0.97,0.0685,0.0372,"['dance pop', 'pop']",1980
Lionel Richie,Endless Love,Spotify,False,266800,68,0.49,-11.809,93.352,0.866,0.268,0.181,0.145,0.0257,['soft rock'],1990
The B-52's,Love Shack,Spotify,False,320680,68,0.701,-6.786,133.608,0.0544,0.803,0.903,0.7,0.0545,"['album rock', 'classic rock', 'dance rock', 'new romantic', 'new wave']",1980
Mr. Mister,Broken Wings,Spotify,False,343933,68,0.286,-14.281,99.162,0.134,0.5,0.443,0.108,0.0357,"['album rock', 'new romantic', 'new wave pop', 'soft rock', 'synthpop']",1980
The Cardigans,Lovefool,Spotify,False,193953,79,0.704,-6.029,111.845,0.0344,0.636,0.89,0.35,0.0252,"['lilith', 'new wave pop', 'permanent wave', 'pop rock', 'swedish pop']",1990
Madonna,Vogue,Spotify,False,316813,65,0.737,-6.449,115.997,0.00379,0.88,0.329,0.417,0.0433,"['dance pop', 'pop']",2000
Sixpence None The Richer,Kiss Me,Spotify,False,208680,83,0.526,-6.964,99.982,0.023,0.749,0.421,0.0692,0.0283,"['lilith', 'pop rock']",1990
2Pac,Changes,Spotify,True,268826,73,0.865,-6.289,111.113,0.0453,0.665,0.331,0.224,0.073,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",1990
No Doubt,Don't Speak,Spotify,False,263000,3,0.522,-7.113,76.05,0.24,0.707,0.572,0.156,0.0354,"['dance pop', 'dance rock', 'permanent wave', 'pop rock', 'rock']",1990
Natalie Imbruglia,Torn,Spotify,False,244666,80,0.575,-5.182,96.31,0.0647,0.886,0.609,0.709,0.034,"['dance pop', 'europop', 'lilith', 'new wave pop', 'pop rock']",1990
The Cranberries,Linger,Spotify,False,274706,84,0.439,-14.918,94.843,0.0783,0.434,0.204,0.14,0.0265,"['irish rock', 'pop rock', 'rock']",1990
The Goo Goo Dolls,Iris,Spotify,False,289533,87,0.315,-8.072,155.925,0.00125,0.715,0.497,0.0942,0.0362,"['neo mellow', 'permanent wave', 'pop rock', 'post-grunge']",1990
Oasis,Wonderwall - Remastered,Spotify,False,258773,78,0.375,-4.097,174.323,0.000509,0.893,0.434,0.187,0.0406,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",1990
Santana,Smooth,Spotify,False,294986,0,0.609,-3.908,115.994,0.16,0.923,0.961,0.295,0.0338,"['blues rock', 'classic rock', 'mexican classic rock']",1990
AC/DC,Thunderstruck,Spotify,False,292880,83,0.502,-5.175,133.52,0.000147,0.89,0.259,0.217,0.0364,"['australian rock', 'hard rock', 'rock']",1990
Red Hot Chili Peppers,Scar Tissue,Spotify,False,215906,83,0.595,-4.803,88.969,0.0779,0.717,0.547,0.108,0.0295,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",1990
Backstreet Boys,I Want It That Way,Spotify,False,213306,83,0.689,-5.83,99.039,0.257,0.694,0.482,0.148,0.027,"['boy band', 'dance pop', 'pop']",1990
R.E.M.,Losing My Religion,Spotify,False,268426,82,0.666,-5.051,125.639,0.179,0.855,0.803,0.0987,0.0295,"['alternative rock', 'athens indie', 'permanent wave', 'rock']",1990
Mazzy Star,Fade Into You,Spotify,False,295600,82,0.417,-13.925,157.113,0.247,0.33,0.175,0.0677,0.0275,"['dream pop', 'melancholia', 'shoegaze', 'slowcore']",1990
TLC,No Scrubs,Spotify,False,214400,82,0.743,-4.267,92.909,0.0251,0.675,0.59,0.0685,0.0953,"['atl hip hop', 'contemporary r&b', 'dance pop', 'girl group', 'hip pop']",1990
Green Day,Good Riddance (Time of Your Life),Spotify,True,153466,81,0.475,-7.844,94.605,0.183,0.432,0.648,0.161,0.0302,"['modern rock', 'permanent wave', 'punk', 'rock']",1990
Britney Spears,...Baby One More Time,Spotify,False,211066,81,0.759,-5.745,92.96,0.202,0.699,0.907,0.443,0.0307,"['dance pop', 'pop']",1990
Red Hot Chili Peppers,Californication,Spotify,False,329733,82,0.592,-2.788,96.483,0.0021,0.767,0.328,0.127,0.027,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",1990
The Offspring,The Kids Aren't Alright,Spotify,False,180160,81,0.523,-4.203,99.607,0.00704,0.943,0.766,0.0579,0.0337,"['alternative metal', 'permanent wave', 'post-grunge', 'punk', 'rock']",1990
Dr. Dre,Still D.R.E.,Spotify,True,270586,81,0.816,-3.323,93.431,0.16,0.775,0.527,0.0543,0.234,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",1990
Spice Girls,Wannabe,Spotify,False,173026,80,0.768,-6.149,110.009,0.101,0.864,0.891,0.162,0.0324,"['dance pop', 'girl group', 'pop']",1990
Metallica,Enter Sandman,Spotify,False,331266,80,0.577,-8.691,123.257,0.00213,0.828,0.604,0.0581,0.0298,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",1990
Green Day,Basket Case,Spotify,False,181533,81,0.442,-3.205,85.064,0.00293,0.943,0.781,0.091,0.0602,"['modern rock', 'permanent wave', 'punk', 'rock']",1990
The Verve,Bitter Sweet Symphony - Remastered 2016,Spotify,False,357266,79,0.356,-6.006,171.176,0.0335,0.917,0.518,0.406,0.0479,"['britpop', 'permanent wave', 'rock', 'shoegaze']",1990
Destiny's Child,Say My Name,Spotify,False,271333,78,0.713,-3.525,138.009,0.273,0.678,0.734,0.149,0.102,"['dance pop', 'girl group', 'pop', 'r&b', 'urban contemporary']",1990
Christina Aguilera,Genie In a Bottle,Spotify,False,217573,78,0.633,-6.945,175.716,0.209,0.8,0.913,0.137,0.166,"['dance pop', 'pop']",1990
Red Hot Chili Peppers,Under the Bridge,Spotify,False,264306,80,0.559,-13.496,84.581,0.0576,0.345,0.458,0.141,0.0459,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",1990
Blur,Song 2 - 2012 Remaster,Spotify,False,121160,78,0.674,-6.903,129.802,0.00178,0.789,0.918,0.0753,0.0676,"['alternative rock', 'britpop', 'madchester', 'permanent wave', 'rock']",1990
Metallica,Nothing Else Matters,Spotify,False,388266,78,0.553,-11.218,142.352,0.0458,0.362,0.158,0.075,0.0263,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",1990
Smash Mouth,All Star,Spotify,False,200373,78,0.731,-5.881,104.02,0.0394,0.867,0.776,0.0861,0.032,"['pop rock', 'post-grunge']",1990
Scorpions,Wind Of Change,Spotify,False,312360,78,0.452,-10.108,151.505,0.315,0.524,0.246,0.103,0.0351,"['album rock', 'german hard rock', 'german metal', 'german rock', 'hard rock']",1990
Cher,Believe,Spotify,False,239026,77,0.652,-6.72,132.975,0.0082,0.917,0.459,0.0509,0.0548,"['dance pop', 'pop']",1990
Guns N' Roses,November Rain,Spotify,False,536066,77,0.294,-9.316,79.79,0.016,0.64,0.226,0.112,0.0291,"['glam metal', 'hard rock', 'rock']",1990
The Smashing Pumpkins,1979 - Remastered 2012,Spotify,False,266200,77,0.767,-9.897,126.879,0.0163,0.787,0.964,0.0513,0.0331,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'rock']",1990
Roxette,"It Must Have Been Love - From the Film ""Pretty Woman""",Spotify,False,258786,77,0.52,-6.655,80.61,0.339,0.652,0.722,0.256,0.0274,"['europop', 'swedish pop', 'synthpop']",1990
Pearl Jam,Even Flow,Spotify,True,292580,77,0.394,-6.506,105.338,0.00178,0.944,0.265,0.298,0.0761,"['alternative metal', 'alternative rock', 'classic rock', 'grunge', 'hard rock']",1990
Red Hot Chili Peppers,Otherside,Spotify,False,255373,78,0.458,-3.265,123.229,0.00316,0.795,0.513,0.0756,0.0574,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",1990
Ace of Base,All That She Wants,Spotify,False,211213,77,0.798,-9.689,93.764,0.00547,0.625,0.858,0.103,0.0548,"['eurodance', 'europop', 'new wave pop']",1990
Counting Crows,Mr. Jones,Spotify,False,272293,77,0.578,-6.541,141.621,0.183,0.817,0.734,0.285,0.0363,"['neo mellow', 'pop rock', 'post-grunge', 'rock']",1990
The La's,There She Goes,Spotify,False,162186,76,0.533,-10.632,122.777,0.013,0.761,0.917,0.207,0.0298,['britpop'],1990
Guns N' Roses,Knockin' On Heaven's Door,Spotify,False,336000,76,0.496,-7.193,132.411,0.0209,0.739,0.377,0.106,0.0416,"['glam metal', 'hard rock', 'rock']",1990
Fugees,Killing Me Softly With His Song,Spotify,True,298666,76,0.765,-17.125,92.413,0.0268,0.289,0.501,0.562,0.147,"['east coast hip hop', 'hip hop', 'neo soul', 'new jersey rap']",1990
Green Day,When I Come Around,Spotify,False,178000,76,0.531,-4.236,97.546,0.0175,0.909,0.814,0.231,0.034,"['modern rock', 'permanent wave', 'punk', 'rock']",1990
Soundgarden,Black Hole Sun,Spotify,False,318586,76,0.35,-5.373,105.435,0.000217,0.828,0.147,0.0774,0.041,"['alternative metal', 'alternative rock', 'classic rock', 'grunge', 'hard rock']",1990
Blackstreet,No Diggity,Spotify,False,304600,76,0.867,-4.674,88.634,0.303,0.646,0.67,0.279,0.288,"['boy band', 'contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']",1990
Backstreet Boys,As Long as You Love Me,Spotify,False,221106,76,0.804,-4.892,98.12,0.275,0.801,0.826,0.215,0.0305,"['boy band', 'dance pop', 'pop']",1990
Dr. Dre,"Nuthin' But A ""G"" Thang",Spotify,True,237573,76,0.669,-4.37,94.895,0.00182,0.821,0.684,0.147,0.29,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",1990
Whitney Houston,I Will Always Love You,Spotify,False,271093,76,0.332,-12.518,67.531,0.845,0.214,0.11,0.0839,0.0349,"['dance pop', 'pop']",1990
Gala,"Freed From Desire - prod. Molella, Phil Jay",Spotify,False,213394,75,0.704,-4.221,128.99,0.587,0.861,0.636,0.0992,0.0493,"['eurodance', 'italo dance']",1990
The Offspring,Pretty Fly (For A White Guy),Spotify,False,188666,75,0.723,-3.707,143.373,0.088,0.895,0.963,0.0717,0.102,"['alternative metal', 'permanent wave', 'post-grunge', 'punk', 'rock']",1990
Lenny Kravitz,It Ain't Over 'Til It's Over,Spotify,False,242640,75,0.679,-10.74,159.69,0.422,0.568,0.93,0.322,0.0423,"['permanent wave', 'rock']",1990
The Cure,Friday I'm In Love,Spotify,False,215160,75,0.526,-12.663,136.205,0.00126,0.763,0.514,0.359,0.0341,"['new wave', 'permanent wave', 'rock', 'uk post-punk']",1990
Ms. Lauryn Hill,Doo Wop (That Thing),Spotify,False,320266,75,0.535,-8.926,99.935,0.0393,0.505,0.495,0.0923,0.245,"['alternative r&b', 'conscious hip hop', 'hip hop', 'neo soul', 'new jersey rap']",1990
Dido,Thank You,Spotify,False,218360,75,0.725,-9.942,79.984,0.3,0.583,0.762,0.0665,0.0427,"['dance pop', 'europop', 'lilith', 'neo mellow', 'pop rock']",1990
Mark Morrison,Return of the Mack,Spotify,False,213093,74,0.715,-5.379,95.487,0.00631,0.833,0.612,0.164,0.108,['british soul'],1990
Backstreet Boys,Everybody (Backstreet's Back) - Radio Edit,Spotify,False,225360,75,0.731,-4.219,108.016,0.0352,0.853,0.605,0.268,0.0363,"['boy band', 'dance pop', 'pop']",1990
Bryan Adams,(Everything I Do) I Do It For You,Spotify,False,393640,74,0.533,-12.633,131.23,0.0805,0.36,0.299,0.0631,0.0282,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold']",1990
Eminem,My Name Is,Spotify,True,268400,74,0.869,-6.233,85.519,0.0416,0.68,0.815,0.0914,0.318,"['detroit hip hop', 'hip hop', 'rap']",1990
Aqua,Barbie Girl,Spotify,False,197960,74,0.812,-10.998,129.991,0.017,0.879,0.962,0.365,0.0397,"['bubblegum dance', 'eurodance', 'europop']",1990
New Radicals,You Get What You Give,Spotify,False,300773,74,0.621,-5.396,113.967,0.17,0.901,0.744,0.0875,0.0302,['pop rock'],1990
Will Smith,Miami,Spotify,False,197560,74,0.877,-6.178,108.17,0.0339,0.534,0.89,0.0441,0.15,"['hip hop', 'pop rap']",1990
TLC,Waterfalls,Spotify,False,279506,74,0.769,-7.345,171.804,0.311,0.505,0.757,0.0777,0.0829,"['atl hip hop', 'contemporary r&b', 'dance pop', 'girl group', 'hip pop']",1990
Mariah Carey,Fantasy,Spotify,False,243493,74,0.669,-7.588,102.322,0.139,0.727,0.807,0.123,0.0353,"['dance pop', 'pop', 'urban contemporary']",1990
Foo Fighters,Learn to Fly,Spotify,False,235293,74,0.465,-4.025,135.997,1.83e-05,0.919,0.537,0.262,0.0408,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge']",1990
Bon Jovi,Always,Spotify,False,353026,73,0.384,-5.558,140.795,0.115,0.659,0.326,0.0778,0.0314,"['glam metal', 'rock']",1990
Crazy Town,Butterfly,Spotify,False,216733,73,0.736,-4.17,103.502,0.00132,0.811,0.609,0.107,0.081,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap rock']",1990
Third Eye Blind,Semi-Charmed Life,Spotify,False,268360,73,0.64,-6.576,102.026,0.00832,0.864,0.701,0.123,0.0314,"['alternative metal', 'alternative rock', 'pop rock', 'post-grunge']",1990
Blind Melon,No Rain,Spotify,False,217106,73,0.389,-9.342,148.117,0.619,0.476,0.566,0.255,0.0316,"['alternative metal', 'alternative rock', 'grunge', 'pop rock', 'rock']",1990
Lenny Kravitz,Fly Away,Spotify,False,221332,73,0.587,-5.066,159.925,0.018,0.872,0.735,0.622,0.0484,"['permanent wave', 'rock']",1990
Luniz,I Got 5 On It,Spotify,False,253533,73,0.584,-7.899,174.039,0.209,0.706,0.579,0.125,0.366,"['g funk', 'oakland hip hop', 'west coast rap']",1990
Foo Fighters,My Hero,Spotify,False,260026,73,0.398,-4.212,77.106,6.2e-05,0.927,0.311,0.0575,0.0567,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge']",1990
Ricky Martin,Livin' la Vida Loca,Spotify,False,243160,73,0.425,-3.756,178.043,0.00414,0.954,0.933,0.0555,0.0476,"['latin pop', 'mexican pop', 'puerto rican pop']",1990
Brandy,The Boy Is Mine,Spotify,False,294786,73,0.704,-6.537,93.145,0.539,0.707,0.761,0.318,0.0391,"['contemporary r&b', 'dance pop', 'hip pop', 'r&b', 'urban contemporary']",1990
Céline Dion,"My Heart Will Go On - Love Theme from ""Titanic""",Spotify,False,280000,73,0.428,-11.729,99.195,0.732,0.276,0.0382,0.117,0.0312,['canadian pop'],1990
Pearl Jam,Alive,Spotify,False,340907,73,0.284,-6.069,75.009,0.00752,0.875,0.595,0.402,0.0422,"['alternative metal', 'alternative rock', 'classic rock', 'grunge', 'hard rock']",1990
The Smashing Pumpkins,Bullet With Butterfly Wings - Remastered 2012,Spotify,False,258466,72,0.404,-9.18,121.864,5.59e-05,0.72,0.475,0.0466,0.0623,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'rock']",1990
Red Hot Chili Peppers,Give It Away,Spotify,False,282906,72,0.666,-9.919,91.577,0.00244,0.936,0.776,0.153,0.0476,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",1990
The Notorious B.I.G.,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,Spotify,True,257399,72,0.845,-4.506,104.536,0.0128,0.884,0.904,0.203,0.0759,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",1990
Robbie Williams,Angels,Spotify,False,265000,72,0.429,-6.251,150.22,0.156,0.594,0.236,0.1,0.0277,"['dance rock', 'europop']",1990
U2,One,Spotify,False,276186,72,0.392,-8.793,181.305,0.245,0.534,0.325,0.155,0.0369,"['irish rock', 'permanent wave', 'rock']",1990
R.E.M.,Everybody Hurts,Spotify,False,320266,72,0.467,-10.451,94.301,0.615,0.324,0.166,0.118,0.0255,"['alternative rock', 'athens indie', 'permanent wave', 'rock']",1990
Michael Jackson,They Don't Care About Us,Spotify,False,284160,72,0.859,-5.539,89.946,0.205,0.905,0.731,0.322,0.129,"['r&b', 'soul']",1990
Duran Duran,Ordinary World,Spotify,False,340200,72,0.473,-10.171,140.117,0.0132,0.652,0.401,0.14,0.0305,"['album rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop']",1990
Mr. President,Coco Jamboo,Spotify,False,218733,72,0.832,-5.414,100.021,0.0791,0.838,0.965,0.152,0.0421,"['eurodance', 'europop', 'german techno']",1990
Matchbox Twenty,Push,Spotify,False,238666,72,0.42,-7.902,168.019,0.0067,0.672,0.476,0.108,0.027,"['neo mellow', 'pop rock', 'post-grunge']",1990
Lenny Kravitz,Are You Gonna Go My Way,Spotify,False,211933,72,0.619,-10.322,129.269,0.00165,0.67,0.777,0.331,0.0353,"['permanent wave', 'rock']",1990
Ace of Base,The Sign,Spotify,False,191240,72,0.808,-6.897,96.987,0.00928,0.786,0.899,0.0574,0.0447,"['eurodance', 'europop', 'new wave pop']",1990
R.E.M.,Shiny Happy People,Spotify,False,225786,71,0.452,-3.977,124.623,0.0313,0.909,0.805,0.23,0.0366,"['alternative rock', 'athens indie', 'permanent wave', 'rock']",1990
Bon Jovi,Bed Of Roses,Spotify,False,394400,71,0.309,-5.599,164.587,0.101,0.596,0.161,0.21,0.0293,"['glam metal', 'rock']",1990
Céline Dion,It's All Coming Back to Me Now,Spotify,False,456866,71,0.384,-9.149,87.903,0.753,0.438,0.287,0.101,0.0362,['canadian pop'],1990
Mariah Carey,Always Be My Baby,Spotify,False,258133,71,0.65,-8.335,78.946,0.457,0.531,0.487,0.249,0.0364,"['dance pop', 'pop', 'urban contemporary']",1990
Spin Doctors,Two Princes,Spotify,False,256946,71,0.544,-10.732,103.594,0.00165,0.905,0.825,0.0532,0.0646,"['pop rock', 'post-grunge']",1990
Depeche Mode,Enjoy the Silence,Spotify,False,255133,71,0.663,-5.744,112.788,0.2,0.838,0.752,0.0782,0.0286,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'rock']",1990
MC Hammer,U Can't Touch This,Spotify,False,257359,71,0.867,-13.22,133.149,0.00449,0.517,0.862,0.0864,0.088,"['hip hop', 'hip house', 'miami bass']",1990
Seal,Kiss from a Rose,Spotify,False,288426,71,0.584,-7.11,131.745,0.684,0.533,0.224,0.306,0.0305,"['british soul', 'new wave pop']",1990
Matchbox Twenty,3AM,Spotify,False,225946,71,0.521,-8.685,108.031,0.00573,0.673,0.543,0.12,0.0284,"['neo mellow', 'pop rock', 'post-grunge']",1990
Rednex,Cotton Eye Joe,Spotify,False,194000,71,0.729,-7.536,131.986,0.0129,0.936,0.598,0.0367,0.0776,"['eurodance', 'europop', 'swedish country']",1990
Various Artists,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Spotify,False,298760,71,0.383,-5.162,121.154,0.165,0.662,0.138,0.248,0.0333,[],1990
Alanis Morissette,Ironic - 2015 Remaster,Spotify,False,230000,71,0.408,-8.305,114.926,0.218,0.582,0.365,0.159,0.0508,"['canadian pop', 'canadian singer-songwriter', 'lilith', 'neo mellow', 'pop rock']",1990
Cypress Hill,Insane in the Brain,Spotify,True,208266,71,0.897,-10.489,102.304,0.0291,0.611,0.769,0.0894,0.211,"['chicano rap', 'gangster rap', 'hip hop', 'rap rock', 'west coast rap']",1990
Fugees,Ready or Not,Spotify,True,226933,71,0.544,-13.392,89.129,0.245,0.428,0.524,0.0899,0.514,"['east coast hip hop', 'hip hop', 'neo soul', 'new jersey rap']",1990
