artist,name,username,explicit,duration,popularity,danceability,loudness,tempo,acousticness,energy,valence,liveness,speechiness,genres,date
Lil Baby,Drip Too Hard (Lil Baby & Gunna),Spotify,True,145542,79,0.897,-6.903,112.509,0.0852,0.662,0.39,0.534,0.292,"['atl hip hop', 'atl trap', 'rap', 'trap']",2010
Mike Posner,I Took A Pill In Ibiza - Seeb Remix,Spotify,True,197933,79,0.664,-6.645,101.969,0.0353,0.714,0.71,0.0843,0.111,"['dance pop', 'pop', 'pop dance', 'pop rap']",2010
Bruno Mars,Grenade,Spotify,False,222091,78,0.704,-7.273,110.444,0.148,0.558,0.245,0.107,0.0542,"['dance pop', 'pop']",2010
Meghan Trainor,Like I'm Gonna Lose You (feat. John Legend),Spotify,False,225053,78,0.63,-7.259,108.038,0.4,0.53,0.417,0.177,0.0434,"['hip pop', 'pop']",2010
Flo Rida,Wild Ones (feat. Sia),Spotify,False,232946,78,0.608,-5.324,127.075,0.0991,0.86,0.437,0.262,0.0554,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",2010
5 Seconds of Summer,Youngblood,Spotify,False,203417,78,0.597,-5.114,120.276,0.0169,0.854,0.152,0.124,0.463,"['boy band', 'pop']",2010
XXXTENTACION,SAD!,Spotify,True,166605,78,0.74,-4.88,75.023,0.258,0.613,0.473,0.123,0.145,"['emo rap', 'miami hip hop', 'rap']",2010
Swedish House Mafia,Don't You Worry Child - Radio Edit,Spotify,False,212862,78,0.612,-3.145,129.042,0.112,0.84,0.438,0.116,0.0509,"['edm', 'pop dance', 'progressive electro house']",2010
Imagine Dragons,Bad Liar,Spotify,False,260773,78,0.307,-6.993,88.693,0.0732,0.637,0.0805,0.368,0.0569,"['modern rock', 'pop', 'rock']",2010
Shawn Mendes,Señorita,Spotify,False,190799,78,0.759,-6.049,116.963,0.0379,0.548,0.75,0.0828,0.0289,"['canadian pop', 'pop', 'viral pop']",2010
Post Malone,Congratulations,Spotify,True,220293,78,0.63,-4.183,123.146,0.215,0.804,0.492,0.253,0.0364,"['dfw rap', 'melodic rap', 'pop', 'rap']",2010
Niall Horan,This Town,Spotify,False,232852,78,0.677,-8.467,111.825,0.712,0.401,0.195,0.116,0.0308,['pop'],2010
Vance Joy,Riptide,Spotify,False,204280,78,0.484,-6.694,101.654,0.431,0.731,0.51,0.151,0.0379,"['folk-pop', 'modern rock']",2010
Avicii,Waiting For Love,Spotify,False,230613,78,0.579,-3.863,127.999,0.31,0.736,0.613,0.198,0.0527,"['dance pop', 'edm', 'pop', 'pop dance']",2010
Martin Garrix,Scared to Be Lonely,Spotify,False,220883,78,0.584,-7.786,137.972,0.0895,0.54,0.195,0.261,0.0576,"['dutch edm', 'edm', 'pop', 'pop dance', 'progressive house']",2010
Calvin Harris,One Kiss (with Dua Lipa),Spotify,False,214846,78,0.791,-3.24,123.994,0.037,0.862,0.592,0.0814,0.11,"['dance pop', 'edm', 'electro house', 'house', 'pop']",2010
Eminem,The Monster,Spotify,True,250188,78,0.781,-3.68,110.046,0.0526,0.853,0.626,0.12,0.0714,"['detroit hip hop', 'hip hop', 'rap']",2010
Demi Lovato,Heart Attack,Spotify,False,210840,78,0.504,-4.802,173.968,0.0738,0.785,0.502,0.239,0.104,"['pop', 'post-teen pop']",2010
Shawn Mendes,Mercy,Spotify,False,208733,78,0.554,-4.957,148.122,0.126,0.662,0.338,0.111,0.0821,"['canadian pop', 'pop', 'viral pop']",2010
Ariana Grande,Love Me Harder,Spotify,False,236133,78,0.486,-4.388,99.128,0.00936,0.712,0.244,0.0764,0.0328,['pop'],2010
Jennifer Lopez,On The Floor,Spotify,False,284866,78,0.73,-5.194,130.003,0.105,0.777,0.575,0.0691,0.0496,"['dance pop', 'pop', 'urban contemporary']",2010
Disclosure,Latch,Spotify,False,255631,78,0.503,-5.456,121.981,0.0159,0.726,0.529,0.0895,0.167,"['edm', 'house', 'indietronica', 'uk dance']",2010
Taylor Swift,Shake It Off,Spotify,False,219200,78,0.647,-5.384,160.078,0.0647,0.8,0.942,0.334,0.165,['pop'],2010
Doja Cat,Kiss Me More (feat. SZA),Spotify,True,208666,80,0.764,-3.463,110.97,0.259,0.705,0.781,0.12,0.0284,"['dance pop', 'pop']",2020
Billie Eilish,BIRDS OF A FEATHER,Spotify,False,210373,97,0.747,-10.171,104.978,0.2,0.507,0.438,0.117,0.0358,"['art pop', 'pop']",2020
Chappell Roan,"Good Luck, Babe!",Spotify,False,218423,94,0.7,-5.96,116.712,0.0502,0.582,0.785,0.0881,0.0356,['indie pop'],2020
Sabrina Carpenter,Espresso,Spotify,True,175459,92,0.701,-5.478,103.969,0.107,0.76,0.69,0.185,0.0285,['pop'],2020
SZA,Kill Bill,Spotify,False,153946,86,0.644,-5.747,88.98,0.0521,0.735,0.418,0.161,0.0391,"['pop', 'r&b', 'rap']",2020
Jung Kook,Standing Next to You,Spotify,False,206019,89,0.711,-4.389,106.017,0.0447,0.809,0.816,0.339,0.0955,['k-pop'],2020
Kendrick Lamar,Not Like Us,Spotify,True,274192,89,0.898,-7.001,101.061,0.0107,0.472,0.214,0.141,0.0776,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",2020
Tommy Richman,MILLION DOLLAR BABY,Spotify,False,155151,89,0.852,-5.52,138.029,0.0973,0.697,0.919,0.0678,0.0439,['chill abstract hip hop'],2020
Travis Scott,FE!N (feat. Playboi Carti),Spotify,True,191700,89,0.569,-2.777,148.038,0.0316,0.882,0.201,0.142,0.06,"['rap', 'slap house']",2020
Ava Max,Kings & Queens,Spotify,False,162398,78,0.637,-4.057,129.857,0.00786,0.69,0.457,0.124,0.0405,['pop'],2020
Teddy Swims,Lose Control,Spotify,False,210688,89,0.561,-4.409,159.92,0.199,0.604,0.242,0.104,0.0337,[],2020
Benson Boone,Beautiful Things,Spotify,False,180304,89,0.472,-5.692,105.029,0.151,0.471,0.219,0.14,0.0603,['singer-songwriter pop'],2020
Sabrina Carpenter,Please Please Please,Spotify,True,186365,90,0.669,-6.073,107.071,0.274,0.586,0.579,0.104,0.054,['pop'],2020
Mitski,My Love Mine All Mine,Spotify,False,137773,88,0.504,-14.958,113.95,0.868,0.308,0.121,0.158,0.0321,"['brooklyn indie', 'pov: indie']",2020
The Weeknd,Blinding Lights,Spotify,False,200040,87,0.513,-5.94,171.001,0.00143,0.73,0.334,0.0897,0.0598,"['canadian contemporary r&b', 'canadian pop', 'pop']",2020
Shaboozey,A Bar Song (Tipsy),Spotify,True,171291,87,0.722,-4.95,81.012,0.0633,0.709,0.604,0.0804,0.0273,"['modern country pop', 'pop rap']",2020
Noah Kahan,Stick Season,Spotify,False,182346,87,0.664,-6.935,117.896,0.799,0.5,0.801,0.0966,0.0651,"['pov: indie', 'singer-songwriter pop']",2020
SZA,Snooze,Spotify,True,201800,85,0.559,-7.231,143.008,0.141,0.551,0.392,0.11,0.132,"['pop', 'r&b', 'rap']",2020
Zach Bryan,Something in the Orange,Spotify,False,228013,85,0.369,-12.151,175.212,0.555,0.192,0.148,0.0954,0.04,['classic oklahoma country'],2020
Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",Spotify,False,222369,85,0.391,-17.843,79.449,0.953,0.084,0.111,0.0983,0.0317,"['art pop', 'pop']",2020
David Guetta,I'm Good (Blue),Spotify,True,175238,85,0.561,-3.673,128.04,0.00383,0.965,0.304,0.371,0.0343,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",2020
Post Malone,I Had Some Help (Feat. Morgan Wallen),Spotify,True,178205,85,0.638,-4.86,127.986,0.00757,0.855,0.731,0.245,0.0264,"['dfw rap', 'melodic rap', 'pop', 'rap']",2020
Sabrina Carpenter,Feather,Spotify,True,185552,85,0.791,-4.332,123.508,0.0736,0.694,0.826,0.0958,0.0335,['pop'],2020
d4vd,Romantic Homicide,Spotify,False,132630,85,0.571,-10.613,132.052,0.453,0.544,0.216,0.322,0.0299,"['bedroom pop', 'bedroom r&b']",2020
Glass Animals,Heat Waves,Spotify,False,238805,84,0.761,-6.9,80.87,0.44,0.525,0.531,0.0921,0.0944,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']",2020
Tyla,Water,Spotify,False,200255,84,0.673,-3.495,117.187,0.0856,0.722,0.519,0.137,0.0755,[],2020
Taylor Swift,august,Spotify,False,261922,84,0.532,-9.208,89.937,0.538,0.623,0.403,0.0925,0.0331,['pop'],2020
Justin Bieber,Ghost,Spotify,False,153190,83,0.601,-5.569,153.96,0.185,0.741,0.441,0.415,0.0478,"['canadian pop', 'pop']",2020
Conan Gray,Heather,Spotify,False,198040,83,0.357,-7.301,102.078,0.584,0.425,0.27,0.322,0.0333,"['bedroom pop', 'pop', 'pov: indie']",2020
Olivia Rodrigo,deja vu,Spotify,True,215506,83,0.442,-7.222,180.917,0.584,0.612,0.178,0.37,0.112,['pop'],2020
d4vd,Here With Me,Spotify,False,242484,83,0.575,-9.306,132.039,0.531,0.45,0.263,0.124,0.0259,"['bedroom pop', 'bedroom r&b']",2020
Adele,Easy On Me,Spotify,False,224694,83,0.604,-7.519,141.981,0.578,0.366,0.13,0.133,0.0282,"['british soul', 'pop', 'pop soul', 'uk pop']",2020
Ed Sheeran,Shivers,Spotify,False,207853,83,0.788,-2.724,141.02,0.281,0.859,0.822,0.0424,0.0856,"['pop', 'singer-songwriter pop', 'uk pop']",2020
Nicky Youre,Sunroof,Spotify,False,163025,82,0.768,-5.11,131.443,0.352,0.714,0.842,0.15,0.0401,['singer-songwriter pop'],2020
Olivia Rodrigo,drivers license,Spotify,True,242013,82,0.561,-8.81,143.875,0.768,0.431,0.137,0.106,0.0578,['pop'],2020
Taylor Swift,cardigan,Spotify,False,239560,83,0.613,-8.588,130.033,0.537,0.581,0.551,0.25,0.0424,['pop'],2020
Doja Cat,Woman,Spotify,True,172626,82,0.824,-4.175,107.998,0.0888,0.764,0.881,0.117,0.0854,"['dance pop', 'pop']",2020
David Kushner,Daylight,Spotify,False,212953,82,0.508,-9.475,130.09,0.83,0.43,0.324,0.093,0.0335,"['gen z singer-songwriter', 'singer-songwriter pop']",2020
21 Savage,redrum,Spotify,True,270697,82,0.625,-8.757,172.09,0.00598,0.733,0.244,0.375,0.0488,"['atl hip hop', 'hip hop', 'rap']",2020
Luke Combs,Fast Car,Spotify,False,265493,82,0.712,-5.52,97.994,0.186,0.603,0.67,0.115,0.0262,"['contemporary country', 'country']",2020
Roddy Ricch,The Box,Spotify,True,196652,82,0.896,-6.687,116.971,0.104,0.586,0.642,0.79,0.0559,"['melodic rap', 'rap', 'trap']",2010
Billie Eilish,Happier Than Ever,Spotify,True,298899,82,0.332,-8.697,81.055,0.767,0.225,0.297,0.128,0.0348,"['art pop', 'pop']",2020
Måneskin,I WANNA BE YOUR SLAVE,Spotify,True,173346,81,0.75,-4.008,132.507,0.00165,0.608,0.958,0.178,0.0387,"['indie rock italiano', 'italian pop']",2020
Taylor Swift,Anti-Hero,Spotify,False,200690,82,0.633,-6.645,96.888,0.121,0.648,0.49,0.161,0.062,['pop'],2020
Olivia Rodrigo,good 4 u,Spotify,True,178146,82,0.563,-5.044,166.928,0.335,0.664,0.688,0.0849,0.154,['pop'],2020
Metro Boomin,Creepin' (with The Weeknd & 21 Savage),Spotify,True,221520,81,0.716,-6.018,97.914,0.391,0.613,0.157,0.0813,0.0522,['rap'],2020
Ariana Grande,we can't be friends (wait for your love),Spotify,False,228639,81,0.645,-8.334,115.842,0.0615,0.646,0.295,0.074,0.0427,['pop'],2020
Kali Uchis,telepatía,Spotify,False,160191,81,0.653,-9.016,83.97,0.112,0.524,0.553,0.203,0.0502,['colombian pop'],2020
Miley Cyrus,Angels Like You,Spotify,False,196453,81,0.672,-4.035,121.981,0.0981,0.642,0.494,0.1,0.0313,['pop'],2020
Laufey,From The Start,Spotify,False,169573,81,0.554,-10.088,80.994,0.886,0.339,0.83,0.11,0.0779,['gen z singer-songwriter'],2020
PinkPantheress,Pain,Spotify,False,98544,81,0.829,-8.497,125.605,0.227,0.617,0.81,0.0618,0.14,['bedroom pop'],2020
Sleepy Hallow,2055,Spotify,True,123986,80,0.829,-5.865,80.511,0.492,0.512,0.638,0.12,0.187,"['brooklyn drill', 'nyc rap']",2020
Jack Harlow,Lovin On Me,Spotify,True,138411,80,0.943,-4.911,104.983,0.0026,0.558,0.606,0.0937,0.0568,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']",2020
21 Savage,Glock In My Lap,Spotify,True,193591,80,0.847,-6.439,130.029,0.00574,0.733,0.202,0.151,0.16,"['atl hip hop', 'hip hop', 'rap']",2020
Lizzy McAlpine,ceilings,Spotify,False,182887,80,0.516,-11.762,148.005,0.473,0.322,0.261,0.215,0.0292,"['alt z', 'boston folk', 'indie pop', 'singer-songwriter pop']",2020
Meghan Trainor,Made You Look,Spotify,False,134256,80,0.834,-3.574,145.035,0.34,0.522,0.854,0.0783,0.0703,"['hip pop', 'pop']",2020
Dua Lipa,Dance The Night - From Barbie The Album,Spotify,False,176579,80,0.671,-4.93,110.056,0.0207,0.845,0.775,0.329,0.048,"['dance pop', 'pop', 'uk pop']",2020
OneRepublic,I Ain't Worried,Spotify,False,148485,80,0.704,-5.927,139.994,0.0826,0.797,0.825,0.0546,0.0475,"['piano rock', 'pop']",2020
24kGoldn,Mood (feat. iann dior),Spotify,True,140533,80,0.701,-3.671,91.007,0.174,0.716,0.732,0.324,0.0361,"['cali rap', 'pop rap']",2020
Bad Bunny,Tití Me Preguntó,Spotify,True,243716,79,0.65,-5.198,106.672,0.0993,0.715,0.187,0.126,0.253,"['reggaeton', 'trap latino', 'urbano latino']",2020
Jungle,Back On 74,Spotify,False,209482,79,0.62,-7.282,146.003,0.207,0.761,0.194,0.269,0.175,"['indie soul', 'uk contemporary r&b']",2020
Tame Impala,Borderline,Spotify,False,237800,79,0.621,-3.067,97.96,0.0406,0.873,0.873,0.0824,0.0369,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",2020
Elton John,Cold Heart - PNAU Remix,Spotify,False,202735,79,0.796,-6.312,116.032,0.034,0.798,0.942,0.0952,0.0317,"['glam rock', 'mellow gold', 'piano rock', 'rock']",2020
NewJeans,Super Shy,Spotify,False,154666,79,0.776,-6.018,149.921,0.18,0.817,0.515,0.146,0.0748,"['k-pop', 'k-pop girl group']",2020
Paul Russell,Lil Boo Thang,Spotify,False,114233,78,0.85,-3.292,114.481,0.152,0.699,0.915,0.32,0.0776,['indie r&b'],2020
Powfu,death bed (coffee for your head),Spotify,False,173333,78,0.726,-8.765,144.026,0.731,0.431,0.348,0.696,0.135,"['sad lo-fi', 'sad rap']",2020
Ariana Grande,positions,Spotify,True,172324,78,0.737,-4.771,144.015,0.468,0.802,0.682,0.0931,0.0878,['pop'],2020
Dua Lipa,Levitating (feat. DaBaby),Spotify,False,203064,78,0.702,-3.787,102.977,0.00883,0.825,0.915,0.0674,0.0601,"['dance pop', 'pop', 'uk pop']",2020
The Kid LAROI,STAY (with Justin Bieber),Spotify,True,141805,78,0.591,-5.484,169.928,0.0383,0.764,0.478,0.103,0.0483,['australian hip hop'],2020
Drake,Fair Trade (with Travis Scott),Spotify,True,291175,78,0.666,-8.545,167.937,0.0503,0.465,0.292,0.215,0.26,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",2020
BTS,Dynamite,Spotify,False,199053,78,0.746,-4.41,114.044,0.0112,0.765,0.737,0.0936,0.0993,"['k-pop', 'k-pop boy group', 'pop']",2020
Kenya Grace,Strangers,Spotify,False,172964,78,0.628,-8.307,169.982,0.701,0.523,0.416,0.219,0.0946,['singer-songwriter pop'],2020
Majestic,Rasputin,Spotify,False,186209,78,0.758,-2.926,128.04,0.00364,0.913,0.658,0.193,0.113,['uk dance'],2020
ROSALÍA,DESPECHÁ,Spotify,True,156787,78,0.914,-6.538,130.04,0.146,0.622,0.77,0.0632,0.0892,"['pop', 'r&b en espanol']",2020
Joji,Glimpse of Us,Spotify,False,233456,77,0.44,-9.258,169.914,0.891,0.317,0.268,0.141,0.0531,['viral pop'],2020
Sam Smith,Unholy (feat. Kim Petras),Spotify,False,156943,77,0.719,-7.384,131.007,0.0138,0.454,0.224,0.318,0.0707,"['pop', 'uk pop']",2020
Doja Cat,Paint The Town Red,Spotify,True,230480,77,0.864,-7.683,99.974,0.255,0.556,0.726,0.112,0.194,"['dance pop', 'pop']",2020
Central Cee,Doja,Spotify,True,97392,77,0.911,-7.43,140.04,0.38,0.573,0.972,0.403,0.288,"['melodic drill', 'r&drill']",2020
RAYE,Escapism.,Spotify,True,272373,77,0.538,-5.355,96.107,0.138,0.742,0.25,0.0934,0.114,"['uk contemporary r&b', 'uk pop']",2020
Libianca,People,Spotify,False,184791,77,0.573,-7.621,124.357,0.551,0.422,0.693,0.102,0.0678,['afrobeats'],2020
Pop Smoke,What You Know Bout Love,Spotify,True,160000,77,0.709,-8.493,83.995,0.65,0.548,0.543,0.133,0.353,"['brooklyn drill', 'hip hop', 'rap']",2020
LF SYSTEM,Afraid To Feel,Spotify,False,177524,77,0.578,-3.929,127.87,0.0166,0.912,0.68,0.273,0.114,['uk dance'],2020
Lil Nas X,MONTERO (Call Me By Your Name),Spotify,True,137704,76,0.593,-6.725,178.781,0.293,0.503,0.71,0.405,0.22,['lgbtq+ hip hop'],2020
Farruko,Pepas,Spotify,True,287120,76,0.762,-3.955,130.001,0.00776,0.766,0.442,0.128,0.0343,"['reggaeton', 'trap latino', 'urbano latino']",2020
Peggy Gou,(It Goes Like) Nanana - Edit,Spotify,False,231545,76,0.671,-5.681,129.998,0.12,0.876,0.964,0.0823,0.0352,"['electra', 'float house']",2020
Stephen Sanchez,Until I Found You,Spotify,False,177720,76,0.539,-6.05,101.358,0.727,0.508,0.227,0.174,0.0288,['gen z singer-songwriter'],2020
James Hype,Ferrari,Spotify,False,186661,76,0.847,-7.877,125.004,0.0127,0.69,0.692,0.0526,0.0493,"['deep groove house', 'house', 'pop dance', 'uk dance']",2020
Russ,3:15 (Breathe),Spotify,True,184000,76,0.451,-4.59,74.69,0.591,0.627,0.77,0.118,0.127,"['hawaiian hip hop', 'pop rap']",2020
Lost Frequencies,Where Are You Now,Spotify,False,148197,76,0.671,-8.117,120.966,0.515,0.636,0.262,0.172,0.103,"['belgian edm', 'edm', 'pop dance', 'tropical house']",2020
Cardi B,WAP (feat. Megan Thee Stallion),Spotify,True,187541,76,0.935,-7.509,133.073,0.0194,0.454,0.357,0.0824,0.375,"['pop', 'rap']",2020
Beyoncé,TEXAS HOLD 'EM,Spotify,True,233456,75,0.727,-6.549,110.012,0.582,0.711,0.375,0.158,0.078,"['pop', 'r&b']",2020
The Weeknd,Save Your Tears (with Ariana Grande) (Remix),Spotify,False,191013,75,0.65,-4.645,118.091,0.0215,0.825,0.593,0.0936,0.0325,"['canadian contemporary r&b', 'canadian pop', 'pop']",2020
Bad Bunny,DÁKITI,Spotify,True,205090,75,0.731,-10.059,109.928,0.401,0.573,0.145,0.113,0.0544,"['reggaeton', 'trap latino', 'urbano latino']",2020
Omar Apollo,Evergreen (You Didn’t Deserve Me At All),Spotify,False,216680,75,0.697,-10.395,82.029,0.598,0.336,0.31,0.107,0.0424,"['bedroom pop', 'bedroom soul']",2020
CKay,love nwantiti (ah ah ah),Spotify,True,145800,74,0.727,-3.805,93.005,0.365,0.739,0.533,0.161,0.0411,"['afro r&b', 'afrobeats']",2010
Joel Corry,Head & Heart (feat. MNEK),Spotify,False,166028,74,0.734,-3.158,122.953,0.168,0.874,0.905,0.0489,0.0662,"['dance pop', 'pop dance', 'uk dance']",2020
Shouse,Love Tonight (David Guetta Remix Edit),Spotify,False,158095,74,0.621,-4.225,126.002,0.015,0.989,0.0348,0.184,0.0434,['aussietronica'],2020
Jack Harlow,WHATS POPPIN,Spotify,True,139741,74,0.923,-6.671,145.062,0.017,0.604,0.826,0.272,0.245,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']",2020
Joji,Die For You,Spotify,False,211666,74,0.472,-7.379,147.805,0.383,0.518,0.154,0.289,0.051,['viral pop'],2020
Rema,Calm Down (with Selena Gomez),Spotify,False,239317,74,0.801,-5.206,106.999,0.382,0.806,0.802,0.114,0.0381,"['afrobeats', 'nigerian pop']",2020
Coldplay,My Universe,Spotify,False,228000,73,0.588,-6.39,104.988,0.00813,0.701,0.443,0.2,0.0402,"['permanent wave', 'pop']",2020
Doja Cat,Say So,Spotify,True,237893,73,0.787,-4.583,110.962,0.264,0.673,0.779,0.0904,0.159,"['dance pop', 'pop']",2010
Tiësto,The Motto,Spotify,False,164818,73,0.754,-4.627,117.953,0.0301,0.763,0.464,0.0901,0.0435,"['big room', 'brostep', 'dutch edm', 'edm', 'house']",2020
blackbear,hot girl bummer,Spotify,True,188343,73,0.782,-7.106,129.992,0.125,0.559,0.685,0.385,0.0767,"['alt z', 'pop']",2020
Travis Scott,Goosebumps - Remix,Spotify,True,162802,73,0.841,-7.846,124.917,0.418,0.593,0.808,0.124,0.0379,"['rap', 'slap house']",2020
Nathan Dawe,21 Reasons (feat. Ella Henderson),Spotify,False,155253,73,0.621,-4.499,123.96,0.0165,0.785,0.779,0.0512,0.11,"['pop dance', 'uk dance']",2020
Adele,Oh My God,Spotify,False,225148,73,0.534,-3.906,88.098,0.091,0.725,0.55,0.0264,0.046,"['british soul', 'pop', 'pop soul', 'uk pop']",2020
Steve Lacy,Bad Habit,Spotify,True,232114,73,0.686,-7.097,168.955,0.626,0.507,0.69,0.383,0.0357,['afrofuturism'],2020
Amaarae,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Spotify,True,204763,72,0.87,-8.052,110.02,0.433,0.523,0.319,0.113,0.0602,"['afro r&b', 'afrobeats', 'alternative r&b', 'ghanaian alternative', 'ghanaian pop']",2020
GAYLE,abcdefu,Spotify,True,168601,72,0.695,-5.692,121.932,0.299,0.54,0.415,0.367,0.0493,"['alt z', 'modern alternative pop']",2020
Jack Harlow,First Class,Spotify,True,173947,72,0.902,-5.902,107.005,0.111,0.582,0.332,0.111,0.109,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']",2020
PinkPantheress,Boy's a liar Pt. 2,Spotify,True,131013,72,0.696,-8.254,132.962,0.252,0.809,0.857,0.248,0.05,['bedroom pop'],2020
LISA,MONEY,Spotify,True,168227,72,0.831,-9.998,140.026,0.161,0.554,0.396,0.152,0.218,['k-pop'],2020
Lil Mosey,Blueberry Faygo,Spotify,True,162546,72,0.774,-7.909,99.034,0.207,0.554,0.349,0.132,0.0383,"['melodic rap', 'rap conscient']",2020
Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),Spotify,True,212352,72,0.741,-7.395,150.087,0.0221,0.691,0.892,0.0476,0.0672,['lgbtq+ hip hop'],2020
Joel Corry,OUT OUT (feat. Charli XCX & Saweetie),Spotify,False,162603,71,0.787,-4.403,123.97,0.018,0.833,0.796,0.0374,0.0478,"['dance pop', 'pop dance', 'uk dance']",2020
THE ANXIETY,Meet Me At Our Spot,Spotify,True,162680,71,0.773,-7.93,94.995,0.0153,0.47,0.399,0.0851,0.0299,['modern alternative pop'],2020
Niall Horan,Heaven,Spotify,False,186043,71,0.569,-3.423,91.986,0.0739,0.758,0.703,0.326,0.025,['pop'],2020
Dove Cameron,Boyfriend,Spotify,True,153000,71,0.345,-6.543,179.773,0.232,0.612,0.232,0.194,0.0608,['pop'],2020
BLACKPINK,How You Like That,Spotify,False,182956,71,0.812,-5.222,130.032,0.0465,0.761,0.344,0.0601,0.0812,"['k-pop', 'k-pop girl group', 'pop']",2020
Oliver Tree,Life Goes On,Spotify,False,161803,71,0.7,-5.187,79.982,0.186,0.49,0.569,0.117,0.076,['alternative hip hop'],2020
Lizzo,About Damn Time,Spotify,True,191937,70,0.836,-6.305,108.965,0.0974,0.743,0.723,0.335,0.0653,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']",2020
Wizkid,Essence (feat. Tems),Spotify,False,248040,70,0.849,-6.002,104.027,0.0266,0.707,0.602,0.618,0.113,"['afrobeats', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']",2020
Camila Cabello,Bam Bam (feat. Ed Sheeran),Spotify,False,206070,70,0.756,-6.377,94.996,0.182,0.697,0.956,0.333,0.0401,"['dance pop', 'pop']",2020
George Ezra,Green Green Grass,Spotify,False,167613,70,0.685,-4.413,112.972,0.0695,0.738,0.8,0.128,0.0595,"['folk-pop', 'neo-singer-songwriter']",2020
Oxlade,KU LO SA - A COLORS SHOW,Spotify,False,147580,69,0.649,-5.534,92.9,0.307,0.655,0.793,0.22,0.0652,"['afrobeats', 'nigerian pop']",2020
The Beaches,Blame Brett,Spotify,False,177003,69,0.472,-3.159,155.996,0.0063,0.867,0.792,0.326,0.0409,"['canadian indie rock', 'toronto indie']",2020
KAROL G,Tusa,Spotify,False,201920,69,0.799,-3.272,100.946,0.309,0.701,0.607,0.0514,0.282,"['reggaeton', 'reggaeton colombiano', 'urbano latino']",2020
Ayra Starr,Rush,Spotify,False,185093,69,0.792,-8.044,99.97,0.0369,0.503,0.381,0.0959,0.0626,['afrobeats'],2020
